Sample_ID,Moisture (%),Time (day),Temperature (°C),pH,Risk_Level,Rule_Source,Data_Type
P2157,18.5,19,30.5,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2158,19.0,19,30.5,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2159,19.5,19,31.0,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2160,17.0,19,31.5,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2161,20.0,19,31.5,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2162,18.5,19,32.0,6.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2163,19.5,19,32.5,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2164,19.5,19,33.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2165,18.5,19,34.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2166,19.0,19,34.5,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2167,17.5,20,20.0,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2168,18.0,20,21.5,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2169,19.0,20,21.5,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2170,20.0,20,21.5,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2171,20.0,20,23.5,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2172,17.5,20,24.0,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2173,19.5,20,24.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2174,19.0,20,25.0,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2175,19.0,20,25.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2176,19.5,20,25.0,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2177,17.5,20,25.5,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2178,19.5,20,25.5,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2179,19.0,20,27.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2180,19.0,20,27.5,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2181,20.0,20,28.0,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2182,18.5,20,28.5,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2183,19.5,20,28.5,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2184,20.0,20,28.5,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2185,18.5,20,29.0,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2186,17.5,20,29.5,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2187,17.0,20,30.0,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2188,20.0,20,30.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2189,18.0,20,31.5,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2190,17.5,20,34.0,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2191,18.0,20,34.0,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2192,19.0,20,34.0,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2193,18.5,20,34.5,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2194,19.5,21,21.0,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2195,18.0,21,22.0,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2196,19.0,21,22.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2197,17.0,21,22.5,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2198,17.5,21,23.5,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2199,18.5,21,24.0,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2200,20.0,21,24.0,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2201,20.0,21,24.0,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2202,17.0,21,24.5,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2203,19.0,21,24.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2204,19.5,21,24.5,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2205,17.0,21,25.0,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2206,19.5,21,26.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2207,17.0,21,28.0,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2208,17.0,21,28.0,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2209,20.0,21,28.5,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2210,17.0,21,29.5,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2211,17.5,21,29.5,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2212,17.5,21,29.5,6.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2213,19.5,21,29.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2214,20.0,21,29.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2215,17.5,21,30.0,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2216,18.0,21,30.0,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2217,18.5,21,30.0,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2218,18.5,21,30.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2219,17.0,21,30.5,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2220,20.0,21,30.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2221,17.0,21,31.0,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2222,18.5,21,31.5,6.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2223,20.0,21,31.5,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2224,18.5,21,32.5,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2225,20.0,21,33.0,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2226,17.0,21,33.5,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2227,18.5,21,33.5,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2228,19.0,21,33.5,6.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2229,20.0,21,34.0,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2230,18.0,21,34.5,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2231,18.5,21,35.0,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2232,19.5,21,35.0,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2233,18.0,22,20.0,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2234,17.5,22,20.5,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2235,20.0,22,20.5,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2236,20.0,22,23.0,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2237,17.0,22,25.0,6.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2238,19.5,22,25.5,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2239,17.5,22,26.0,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2240,17.5,22,26.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2241,20.0,22,27.0,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2242,18.0,22,27.5,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2243,18.5,22,27.5,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2244,18.0,22,28.0,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2245,20.0,22,28.0,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2246,17.0,22,29.5,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2247,17.0,22,30.0,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2248,18.5,22,30.0,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2249,18.0,22,31.0,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2250,17.5,22,32.0,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2251,19.0,22,33.0,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2252,17.5,22,34.0,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2253,18.5,22,34.0,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2254,17.5,22,35.0,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2255,19.0,23,20.5,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2256,19.0,23,20.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2257,19.0,23,21.0,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2258,18.0,23,21.5,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2259,19.0,23,21.5,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2260,17.0,23,22.5,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2261,19.5,23,23.0,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2262,19.5,23,23.5,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2263,19.0,23,24.0,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2264,19.5,23,24.0,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2265,18.5,23,27.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2266,20.0,23,27.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2267,18.0,23,27.5,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2268,18.0,23,27.5,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2269,19.5,23,27.5,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2270,18.0,23,28.0,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2271,19.5,23,28.0,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2272,19.5,23,28.5,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2273,20.0,23,28.5,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2274,18.5,23,29.5,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2275,18.0,23,30.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2276,17.5,23,30.5,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2277,19.0,23,31.0,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2278,17.0,23,31.5,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2279,19.0,23,31.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2280,18.0,23,32.0,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2281,19.0,23,32.5,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2282,19.5,23,33.0,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2283,17.5,23,33.5,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2284,19.0,23,35.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2285,20.0,23,35.0,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2286,20.0,23,35.0,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2287,18.5,24,20.0,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2288,19.0,24,20.0,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2289,17.0,24,22.0,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2290,18.5,24,22.0,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2291,19.0,24,22.0,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2292,17.0,24,25.0,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2293,17.5,24,25.0,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2294,19.0,24,25.5,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2295,19.0,24,26.0,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2296,19.5,24,26.0,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2297,18.5,24,27.0,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2298,17.5,24,27.5,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2299,19.5,24,29.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2300,17.5,24,29.5,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2301,19.5,24,29.5,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2302,19.0,24,30.0,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2303,18.5,24,30.5,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2304,17.5,24,31.0,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2305,20.0,24,32.5,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2306,18.0,24,33.0,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2307,19.5,24,33.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2308,19.0,24,33.5,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2309,18.5,25,20.5,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2310,19.0,25,21.0,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2311,19.0,25,21.5,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2312,18.0,25,22.5,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2313,19.0,25,23.5,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2314,19.5,25,23.5,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2315,18.5,25,24.0,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2316,17.5,25,24.5,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2317,17.5,25,24.5,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2318,19.5,25,26.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2319,17.0,25,26.5,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2320,19.5,25,26.5,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2321,20.0,25,26.5,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2322,18.0,25,27.0,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2323,17.0,25,29.0,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2324,18.0,25,29.0,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2325,18.5,25,29.0,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2326,18.5,25,29.5,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2327,19.5,25,29.5,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2328,20.0,25,29.5,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2329,18.0,25,30.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2330,17.5,25,30.5,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2331,17.0,25,31.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2332,17.0,25,31.0,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2333,17.5,25,31.5,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2334,19.0,25,31.5,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2335,20.0,25,31.5,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2336,18.0,25,32.5,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
